,Review,Sentiment,Number
504,"With lots of businesses closing at 6pm, I'm grateful dumpling house is open late, until 10:30pm on a week night!

Since the lockdown, I've ordered their vegetarian frozen dumpling, filled with greens and diced tofu, their frozen green onion pancake and their takeout braised eggplant and sautéed green beans.

As a disclaimer, eggplants are probably my favourite things to eat, and i love how buttery it is here at Dumpling House. Just yummy! As for the sautéed green beans, FYI they are seasoned with lots of minced garlic and a spicy and tangy bean sauce. Proceed with caution if you can't take too much heat! Otherwise, to me its just mildly spicy. 

Love having this in the neighbourhood, a great spot that I'll definitely visit, hope to dine in soon!",1,504
186,"First things first: Great service! They were so polite, friendly and for the most part fast 

The margaritas were fantastic! I will definitely be back for those! However, the food left my taste buds in complete disappointment!! The appetizer was alright- everything was bland for myself and my boyfriend. 

Entrees: my boyfriend ordered the beef enchiladas. They looked fantastic and I would know, I was looking at his meal for awhile.. I was kept waiting for my chicken enchiladas for about an additional 5-10 minutes after he got his. When it finally came, my rice was cold! Not to mention? I found a hair in it. I pretty much lost my appetite right there. But I was just too hungry in the end- so I ate around my nasty rice. Again, food was bland! For Mexican food, I expect bold flavours and spices... I got none of this. Not to mention, the ""spicy"" sauce was not even a hint of spice in there. 

I gave them three stars because they were über nice and the service was good. However, this is a Mexican place I won't be visiting again for the food.",1,186
397,"The service was really great. It was a busy dinner rush, but the servers were all very attentive and super friendly. The food was delicious! Highly recommend the Polipo e Patate ( grilled octopus and potatoes) and the Involtini De Melanzane (eggplant). The eggplant was so tasty and the tomatoes sauce was phenomenal! So simple but bursting with flavour. Ask for extra bread to dip in the sauce. The octopus was so tender and well cooked. The potatoes under were crispy and had a lemony flavour that complimented the dish so well. I got the oltraggioso pizza - the dough was perfect. Crispy on the outside, so nicely thin and chewy crust. The flavour of the pizza itself was good but add on some of the peperoncino oil, amazing! The pappardelle was also really good. Pasta was perfect, chewy with a nice bite and the sauce was so flavorful. It's a bit of a tight space so when it's busy, it is a bit loud so think more lively restaurant, rather than quiet ambiance.",2,397
545,"Nice staff
Simple interior
About $20 for king pao w rice; restaurants love to add $$$$ for the rice, they know it goes with rice, so charge more, seems unfair.
It is definitely hot. Felt like CRAP hour(s) later.
Hard on the stomach, I like hot, this was too greasy and doesn't sit well.
Did I mention 4 hrs later..
Not so good!
Bad aftertaste and guts are mad at me.",0,545
310,"We ordered three pasta dishes all of them were mediocre; lobster, vongole and octopus. Lacking flavor and pasta overcooked. Very skimpy on the seafood. Fail. Never again. Not worth the calories. Very disappointed and I'm a carb/pasta whore.",0,310
423,"Had my bday dinner at the counter seating in front of the kitchen, a great spot to watch the chef cooking the dishes. Food was great except the pasta. It's raw, not Al dente. We ordered the octopus. The portion size of each piece has a quite big difference. Wonder if they give s bigger portion for a large table. As we only had two people, we ordered the pork chop instead of the porterhouse. It's lovely cooked with cheeky pink inside. The highlight was the dessert, pine nut tart with wildflower honey and vanilla mascarpone. It's not too sweet with balanced flavour. 
The kitchen gave us a piece of choco tarte as bday cake. It's funny that the candle light was off three times as it's windy above our seats. 
I'd love to try their pizza in the future. However I doubt if I will go again coz they don't seem like to chat with asians",1,423
548,"I've been here once before and had a good experience. The pickled cabbage beef soup was plentiful for two people and we had enough to EACH take home for a second meal. Everything was delicious and I craved it everyday until I went again. 

The second time, there was barely anything in the soup and they forgot the pickled cabbage...the pickled cabbage that's in the name! I brought it to a waiter's attention and she had the audacity to just bring it out in a bowl, did not offer for the kitchen to add it to the soup and recook it. Very disappointed. At checkout they did offer 10% off without me having to do anything, which was nice. But still. How do you forget one of main ingredients?!",1,548
339,"My review is for Uber eats delivery from Grazie.
We ordered 2 pizzas-1 classic margarita and one mushroom. Both pizzas were stone cold and were undercooked. It tasted kind of like frozen pizza you can get from a supermarket. 
There are so many great pizza places in the area and unfortunately this isn't one of them",0,339
287,"I was in shock with food here...the food was extremely disappointing. For prices that are on par with most mid-range Italian restaurant, the food was horrible.
 
I came here with reservations and we were seated immediately. It was during dinner hours but they only had one staff serving all the tables. With just one server, the service was really slow from bringing us the menus and taking down our orders. 
 
Service:
 
The service was slow since they don't have many staff. 
 
Food:
 
My friend and I ordered two appetizers and two entrees to share. Out of the four items we ordered, only one of the item was decent with the rest being disappointing. 
 
N'duja bruschetta - We were deciding to order a bruschetta and opted for this one because it was different. The menu described this to be a bruschetta with a spicy pork sausage spread drizzled with honey. Although I was aware that this was going to be just a spread on bread, it looked disappointing when it arrived to the table because the spread was so thin. I was expecting something thicker to give it more flavor.  I also looked at other tables bruschetta and it looked very average.
 
Calamari Fritti - Another disappointing appetizer. When this arrived, I was a bit shocked because it didn't even look like there was batter... When my friend and I tried it, we both agreed that there wasn't enough crisp. The dish didn't look appetizing either.  
 
Gnocchi Gorgonzola - I wanted to try the gnocchi since the menu states they are handmade. The pasta came out and I thought the color was unappealing; it was like a greenish/greyish color. I guess it is because this sauce is a nutty creamy sauce. The texture of the gnocchi was chewy and nice. However, I wasn't a fan of the sauce.
 
Tagliatelle al Funghi Misti - This was AWFUL Some of the noodles were stuck together and this is the first time I've experienced this at a restaurant. The menu does mention this is a lighter sauce, and I thought it was a lighter flavor....but I didn't expect it to be less saucy.  There was BARELY any sauce actually.  The sauce was pretty much nonexistent and I felt like eating noodles in water. This pasta had no taste. It was $18 and it was literally just plain noodles without much sauce and flavor; the pasta was very dry. 
 
Overall:
 
I would never return. With most of their pastas ranging from $17-20, I was expecting similar quality to other restaurants in this price range. The tagliatelle was so dry and awful. The bruschetta also barely had any toppings on it.",0,287
263,"I really have mixed feelings about this restaurant. I dined here for dinner and tried quite good amount of food from appetizer to pastas. I feel like this place is better for lunch as portions are small and the vibe and lighting in the restaurant was too light for me for an evening dinner. I loved the black and white simple decor, however I would definitely recommend having less light towards evening. 

As for the drink, I tried the Pinot Grigio, and I loved it. If you like an easy white wine with notes of sweetness, this would be perfect.

For appetizer, we ordered a cheese and cold cut board. I was not impressed with the selection of cheeses there. There were two types of cheese and two types of cold cuts. Both cheeses tasted very bland and simple. The portion was fairly good though and it came with a honey and house-made jam which was a nice garnish to it. We also got the meatball to share by the server's recommendation. Probably this was my least favorite item. It was different from a usual Italian meatball you imagine, maybe it is the Milanese way. However I did not like it and it was too dry and meaty. We asked for a side tomato sauce so we can dip them in it.

For main, we ordered two different pasta dishes, the Tagliatelle al funghi porcini and Casoncelli alla bergamasca. They make the pastas fresh in house which I think is what makes this restaurant special. The funghi pasta tasted really good and I loved the mushrooms in it, however I felt it was lacking sauce. Casoncelli alla bergamasca was a meat ravioli with some butter sauce on it, however there was just a little butter sauce on it and it tasted very basic to me. I would say both pastas had very small amount of sauce and both tasted very simple.",1,263
16,"Based on the ratings and reviews I was very excited to check this place out. I ordered a ""large chicken burrito"" which cost 14$. I got a really authentic vibe when I walked in. However, the burrito was one of the cheapest ones I've ever eaten. I asked for guacamole.... no guacamole. It was majority lettuce, rice, and bread from the overlapped wrap. Had to search just to find any chicken, very minimal. It was very dry, barely any sauce. Cheese was not good quality. All flavours were very bland. Extremely disappointing, for $14 I expect at minimum good size/quantity but didn't even get that.",0,16
434,"For a party of 3, we ordered 3 set meals and 2 drinks, and we left with our stomachs pretty full. This is my 3rd time at this location, but unfortunately stars were docked off for quite an uncomfortable experience. 

Made a reservation for a party of 3 for 6:30pm on a Tuesday, what we were given was a small table for 2 with a small stool at the side of our table, with my back to the adjacent customers table at a corner, which essentially felt like I was in the middle of the walkway. Throughout the entire dinner, I had felt extremely awkward and uncomfortable as I had felt the waiters/waitresses' bodies touching mine every time they came by to serve food to the table behind me. We've requested 2 times, when the restaurant was not packed for a larger table, but nothing was to be done. Unsurprisingly, I felt like we were being rushed in finishing our plates one right after the other as there were no room at all to fit any dishes anymore. 

If we had proper seating and space, I believe the experience would have been that much greater.",1,434
379,"A last minute decision as we were staying at Delta Toronto a 2 minute walk from our hotel!

Love the drink list: wine, beer, cocktails. A great place to have a drink with snacks. 

We seated by the bar area, so one of the bartenders was serving us. We were checked on frequently and the service was attentive.

Food was ok, quite standard and did not wow me. I though will come back or a night cap if I am in the area.",1,379
138,"I would rate this place a 3.5.  The decor was greatly outdated.  The food was tasty Mexican food, nothing wrong with anything my table got.  Just be weary, if you're not into spice make sure you know what you're ordering with the waiter.  The pictures everyone has posted is exactly what we got.

In terms of the service, it was a one man show.  I get what other reviews mean about the service.  This older gentleman (maybe owner?) took the orders, showed people to their seats, bused the tables, refilled water, etc.  He did everything 2-3 waiters would do.  No surprise that getting his attention would be difficult.  We had no issues with the service.  

FYI, if your mouth is on fire from the chorizo or other spicy sauces, Hollywood Gelato is only a few buildings north.",1,138
377,"I live in the Yonge/ Egg area and always heard this was supposed to be the best place on Yonge for food as the neighbourhood is quite lacking in the food area to begin with. 

I had high hopes for this restaurant but was gravely disappointed with the service and the food. The flavours they have are all wrong. Most of the food was very pungent and did not have a smooth flow of flavours. It was rather sour the risotto we ordered. We also ordered prawns and the sauces they chose were sour and pungent with too much salt. ( it's all in the sauce for Italian dishes). 

The Gnocchi was okay, it tasted like the Costco brand in a cream sauce ( who could mess up a cream sauce tbh) anyhow I am very disappointed. I did not find the food appetizing at all. The flavours were all mixed up and not great on the palette. 

My waiter unfortunately was very short tempered and seemed agitated the whole time whilst serving my family and I. Whenever we did need something he was never available and would rush off before we finished speaking with him. 

Anyway sad to have to review it like this but that is truly my opinion. 

No match to Campagnolo on Dundas or Buca",0,377
193,"A disappointment for vegetarians. I'd read about King's tacos on Yelp and on some Facebook discussions and expected to be pleasantly surprised by their home-style serving style and innovative veggie options. Sadly that did not happen. 

We ordered the veggie tacos and were excited to try the welcome chips and salsas. Turns out at least one of the salsas has chicken stock - why!? - and the rest were just watery meh. 

The veggie tacos were fine at best. Pretty oily and just boring. And, finding a meat piece in the veggie mix was the final straw. Definitely won't be back and still in search of a decent veggie taco in Toronto. Tips welcome!",0,193
581,"This place is not as good as expected because of the following reasons:

1. Shredded lamb with pancakes were dry and not fresh and portions for the lamb skewers were extremely small compared to some other tables. They should have equal portion sizes for all customers. 
2. The Western Chinese lamb rice is a strange combination of what seemed like sweet potato and the rice was clumped together. It did not taste good. 
3. The membership system is ridiculous as the normal prices have a huge difference for each item listed on the menu. They should provide members to have a discount over the total bill instead. 
4. My friend had food poisoning shortly after leaving the restaurant.

For these reasons, I would be reluctant to come back as there are many places that offer much better quality and portions.",0,581
332,"Went there on Dec. 31st at lunchtime and lineup was ridiculously long. We had to wait two hours before we were able to sit down. Having said that, I would say that the wait is worth it, as the pasta is really at a whole another level, better than any other place I've tried in Toronto (and even Italy as a matter of fact). 

We had the tagliatelle with the ragu sauce and the spinach/ricotta ravioli with the blanco sauce (with truffle and parmagiano cheese). Both dishes were amazing, however, the true outstanding item on their menu that day was the Fior Di Latte: the mozzarella ball was prepared in the morning of the same day. We also ordered the Parma ham appetizer (cured in house for 16 months), which was also good, but nothing to write home for...

All in all, I highly recommend this place, but just  don't go hungry, as you will have to wait for a long time (There is only sitting room for 10 people inside). My only complaint about this place is their opening hours, they are only open for lunch four days a week (and sadly, they are not open on the werk",2,332
409,"Short and Sweet: 
The food was delicious, but the service was lacking. 

Long Story... Long: 
My friend and I both got the grilled calamari. It was delicious and well made. The calamari was a generous portion that fit the price.

The service, however, ruined my visit a bit. We had multiple different waiters, which was confusing. The one towards the end, who had given us our bill was kind and attentive, but the others were rushed, asked the same questions/clarifications multiple times, and generally felt uncomfortable.

I had asked for a balsamic reduction sauce for my order, if possible. I was told that it was, and the waiter came back with what looked like olive oil and balsamic vinegar together in a small container, which can actually be found on our table. I thought, ""this is not what I meant, but no problem."" I got charged 3 extra dollars for this, which I was both unaware of and unhappy about. Apparently they had added truffle oil, which in my experience is distinct and I can normally tell, but I could not in this instance. This is also where the added price came from.

I would have preferred being warned that there would be an extra charge and that they couldn't do the balsamic reduction sauce in the first place.

Otherwise, I did really like the dish, but the overall experience makes me want to pick another restaurant in the Yorkville area.",1,409
288,"Trattoria taverniti is a little place in Little Italy downtown. Staff are very nice and the decorations are very homie. I ordered the rigatoni bolognese and the pasta is uncooked but that's how it is served but it was very good ! The flavor was good the sauce was just right and there was lots of meat in it! My friend ordered the spaghetti and it was a bit salty for him and it was uncooked a bit. The Quattro formaggi was good and very cheesy and oil ! 
The only bad thing was the service it was very very slow. My friend finished his food before us and we had to wait about another 15-20 mins for our dishes to come. Also asking for water took a while to get their attention because they were all zooming by the tables. 

Overall though the food here is quite good but a little pricey",1,288
230,"The first thing that'll happen when you arrive (after a tiny struggle to find this place cus it's in the corner where the main entrance is) is that you'll be greeted by the nicest lady everrrrr! You can order at the counter for takeout or have a seat by the windows and she'll come over to take you order.

We ordered the alfredo pasta and a pizza. Pizza was a thin flatbread style pizza topped with some cheapo cheese. The alfredo pasta was a good size for the price but really tasted like nothing special. Pasta wasn't homemade and the sauce was pretty average. 

Service over Food here!",1,230
11,"Found this place by chance...and really glad I did. I can't say that I'm an expert on Mexican food, but I know good quality food when I eat it...and this was really good. I've had Mexican food a number of times, and would say this was best by far. Very small, and certainly not high end interior, but cozy.  Great place for a quick, well priced and delicious bite. I'll be back.",2,11
333,"Famiglia Baldassarre is located on Geary around Dovercourt/Dupont. It is hidden in an industrial area and has been one of the most talked about places in Toronto for pasta! They also supply the pasta for a lot of Toronto's top restaurants and chefs. Only downside is that they are only open from Tues to Fri from 12pm to around 2pm for lunch. You can also buy their fresh pasta as well to make at home. I finally had a chance to try Famiglia Baldassarre on my day off.

Famiglia Baldassarre has a small space for eating in (4 tables, 10 chairs); I shared a table as I had come alone. What's great about the space is that you can also watch the staff busily making pasta and other delicious items. The changing menu is posted on a blackboard and uploaded to their IG stories. Usually there are 2 kinds of pasta dishes and a variety of smaller dishes (beets, burrata, etc.), as well as drinks.

I arrived at Famiglia Baldassarre on a Wednesday morning at around 11:15am where I was the 2nd in line (did not have to wait). How it works is that you order at the counter before finding a seat. The sign at the door states that you must order before finding a seat so that you don't bud the line or hold up a table. That day, I ordered the cavatelli with rapini and anchovies. I also ordered some fresh burrata cheese. The burrata cheese was to die for - very fresh and delicious with the free bread that they provide. The only thing missing was a glass of wine! The pasta itself was super fresh, al dente and had a good texture. The sauce was not heavy and it coated the cavatelli well. 

Overall, friendly staff and delicious food. If I ever have the chance to have a day off again, definitely would line up for Famiglia Baldassarre again!",2,333
354,"This is such a cool place to visit - whether you're here as a tourist, for groceries, or to grab a bite - Eataly is a vibrant spot for high quality Italian goods. 

I came here just to check out what they had to offer and ordered some small treats and a few bottles of milk to go. 

This place is very packed on weekends, so plan accordingly. They have everything from fresh pastas, to different varieties of cheese, pizza, and desserts. I bought a bottle of whole milk and egg nog (about $5 each for 1L). 

I ordered a cannoli that was freshly made and was quite satisfied!",2,354
122,"I think this is between a 3 and a 4.  I enjoyed the tacos,   the chicken one was really very tasty.  But what a mess to eat,  the wrap was very soft and fell apart but it all had a wonderful taste,   lots of flavours.

I had the melted cheese starter with chorizo,  it was ok.  I personally don't like the corn wrap they make here.   They are thick and heavy and really doesn't add anything to the cheese dip.    We had the chips and dip to start with.   There was were some very nice dips here from chillies and guacamole too.   The chips are quite salty though, be warned.   We also had a tasty citrus drink,  grapefruit based,  this was very nice,  we both enjoyed this.   We ended with the churros which were very nice.  Sweet cinammon sugar on top,   very yummy. 

On the whole it was good and alright mixed together.   But also isn't cheap.   I think it cost us $70 for food and two sodas,",1,122
544,"I recently checked out Hotopia with my friend because we wanted to try their sichuan pickled flavour fish soup.  You can choose different kinds of fish like basa fish.  We ended up with Tilapia.  The pot that came was big enough for 2 to 3 people.  My friend and I didn't manage to finish the pot.  The soup was actually pretty good.  It was more sour than spicy, but I liked the mix of flavours.  The Tilapia unfortunately was overly filled with bones.  I was surprised by this.  The staff didn't caution us about the bones, so we ended up spending the evening spitting them out, which was not my idea of an enjoyable meal.  
Maybe there is an alternative without bones.  I would like to go back and check out other dishes on the menu.  It's a fairly new restaurant, and was pretty packed when we were there.  But service was prompt.",0,544
223,"I came on a Monday around 5pm with two other people. We ordered 3 dishes (ravioli, lobster pasta and shrimp with veggies) and spent over 100$. Here is a short pros and cons list: 

Pros: 
- The food is good 
- The chef gave us some bread with butter, vinegar and olive oil on the side. He also gave us some baked zucchini as an appetizer. 
- He seems knowledgeable about Italian cuisine. He said that he cooked in Italy for 7 years. 
- a lot of street parking nearby

Cons: 
- The restaurant smells like cat. The odour was very strong. 
- The bathroom is in the basement with a very very low ceiling. It reminded me of the bathrooms one would expect to see at a campsite, so it's very usable, but lots of bugs. 
- The decor is very outdated. 
- Too expensive. The ravioli dish was composed of 4 big ravioli. The lobster pasta was also a fair portion. The shrimp with veggies was my main issue. It cost over 25$ if I recall correctly. It was 3 shrimp with a handful or two of steamed veggies. For the price we paid, we expected more. After we finished our meal, we were still not fully satisfied. We ended up going somewhere else and eating more. 

In my opinion, the cons greatly outweigh the pros. There are many other cleaner Italian restaurants that serve much more equally delicious food for the same price.",0,223
90,"Came here the other day with my friend and ordered two tacos. The steak taco ($4) and the baja fish taco ($7.50). The steak taco was good, the meat was cooked nicely and tasted exactly like what I expected. Unfortunately the baja fish taco was a but underwhelming, kinda dry and just average tasting. The baja fish taco wasn't really worth the extra price, despite how big the piece of  fish was. The lime slices were also pretty dry but since it's winter now I can understand how it happened. 

In general the tacos here are just average, give this place a try if you're in the area and trying to quickly satisfy your taco craving.",1,90
200,"Ordered through Uber eats .. maybe going to restaurant better , not sure , but the food was really gross. Waste of 70 bucks .. threw most of it out and feel really gross and might vomit .. nasty 
0 stars",0,200
137,"We came here for Father's Day dinner on a slow Sunday. On google, it said the restaurant was closed on Sunday but apparently not ( they are open until 9pm), however when we called for a reservation they said they don't take reservation on Friday, Saturday and Sunday and that they were open till 8 pm. 

Restaurant was almost empty and after eating the food here we understand why. Service was okay, food was so-so! Nothing extraordinary that I can talk about nor I would return for.",1,137
255,"meeeeeeh.... I really wasn't all that impressed with this place. 

The decor and service were really good for sure. But the food was just OK. Considering how many amazing Italian restaurants there are in Toronto, I would not come back to this one. 

One thing that really surprised me was that the food was cold and didn't taste fresh. It sort of tasted like it had been reheated. 

The appetizers were fine but not amazing. The risotto, osso buco, and pasta did not live up to the hype -- just imo.",1,255
87,"La Carnita is one hip taco joint in the heart of the downtown core. We were a party of five on a Friday night so we had reserved our seats in advance. Our server was super knowledgeable about the menu and really gave us useful insights and advice of what to order.

We ordered the tortilla chips with all three dips to give some variety to our table. The corn salsa was my absolute favourite. They were all quite delicious though. The corn salsa stood out because it was sweet, tangy, and aromatic. It just paired so finely with the chips. Next, we started ordering our tacos.

As per recommended by our server, I got the In Cod We Trust and the Pollo Frito tacos to start. Each tacos was about the size of your hand and was loaded with a sizeable protein and veggie. The Pollo Frito stood out for me because of its slight crunch and exploding flavour from the peanut lime sauce. The cod taco was an interesting combination. I liked the flaky texture of the fish and the fresh vegetables. These tacos really impressed me so I ordered the Carne Asada taco to finish. The steak had an intoxicating smoky flavour which I really liked. 

I had to grab some churros in the end to really tie my meal together. They gave me 3 huge churros along with a sweet dip. Really loved the crispy exterior and tender centre.

Super happy I tried this place out. It is such a great place to dine in on a casual outing!",2,87
262,"Stelvio is an Italian restaurant in Downtown Toronto. It was packed on a Saturday night and we were lucky to have a table. After glancing the menu, we placed our order. Shortly after, our server brought us a plate of Poppyseed Sesame Bread served with EVOO balsamic vinegar dipping sauce and herb marinated olives.

Based on other Yelp review, we ordered the Taroz, which consisted of crushed potatoes with green beans, butter, onion and cheese served on a iron skillet. It was to die for. The only other thing to die for was Zuppa D'Orzo Carciofi E Patate, which was a soup with barley, artichoke, potatoes, and garlic.

We're weren't too impressed with the Dante Salad, Tagialette Al Funghi Porcini, and Tagialette Al Funghi Porcini. The Dante Salad consisted of shredded pan seared chicken breast, Caesar DOP cheese, lettuce, and red chicory lightly tossed in a dijon vinaigrette. I didn't like how either Tagialette had much flavor or sauce. Tagialette Al Funghi Porcini consisted of fresh homemade tagliatelle pasta with porcini mushrooms. Tagialette Al Ragu Bianco consisted of fresh homemade tagliatelle pasta with homemade meat sauce and fried herbs including sage and rosemary.",1,262
444,"The food and cocktails were exceptional. Truly. We tried the ahi tuna, beets with labneh, black truffle rice, brussels sprouts, cauliflower, marcona almonds and olives. All delicious and beautiful.  

Unfortunately, our server was a bit snooty. She didn't seem to approve of our ordering style, which was surprising considering the menu seemed to emphasize shareables. We preferred to try many small plates as opposed to a main. Nonetheless, she kept pushing for more; insisting the sides and rice were meant to be paired with a main protein.",1,444
110,"I really had high hopes after Reading the other reviews on yelp. Perhaps my review is a little muddied from the fact that I just returned from Mexico City. Nonetheless I found the food to be tasteful, but I'm afraid most of the food we ordered-  the ceviche and the soup was pre- frozen and de thawed to serve. 

Granted we did come in on Monday evening and it was quite dead so I don't think they had a full kitchen working that night. I think I might return one more time on the weekend or a Friday night to see if the service and the food is anymore fresh.",1,110
235,"Fyi adding to my previous update, the service is better than the food. I agree. The food is average but the service is exceptional. I certainly felt like I was in italy and given the VIP treatment however.",2,235
15,"Two words can summarize my thoughts on the food here: overpriced and bland. I was super stoked to try Como En Casa because (1) I LOVE Mexican food and (2) fellow Yelpers have given this place such glowing reviews. We placed a takeout order on a Friday night. I ordered a small chicken burrito and my husband ordered a large verde burrito with beef. When I called and placed the order on the phone, the person asked me ""if guacamole was okay"". I said yes. To my chagrin, the guacamole was an extra charge, and we ended up paying nearly $30 for two burritos. I recognize that it's partly my fault for not checking if guacamole was extra, but I thought the way that I was asked suggested it was included, and they were asking if I wanted it on my burrito. Just seemed kind of slimy, if you ask me. 

All of this (including the high-ish price tag) would have been fine if I enjoyed my burrito. Negative. The meat was incredibly dry and bland. I barely had any chicken in my burrito, and if I did manage to snag some meat, it tasted like chewy old chicken. The burrito was mostly rice with, like, one piece of lettuce. I barely tasted a tomato or anything to break up the rice. I didn't notice any beans or sour cream. Honestly, this was a terrible burrito. I think I'm pretty easy to impress with Mexican food, but this was just horrible. My husband didn't like his either. I won't be wasting my precious Friday-night cheat meal on this place.",0,15
142,"Worst service ever, was yelled at by the head cook when we asked if take out was available because he was too busy and its not worth his time for a small order. His words.  Avoid this place, much better options ""Mariachi"" on Yonge street 2 mins away.  Playa Cabana downtown.",0,142
218,"Came here with a few friends for dinner, we had a reservation. The high ceilings and ambient lighting make for a beautiful dining experience!

I ordered the SCIALATIELLI (don't ask me to pronounce this because I have no idea) as I can't have tomato-based pasta and this white pasta was recommended by the server. Of course, portion sizes are on the smaller side but the dish was very rich. We didn't order any appetizers but next time I come back I would definitely recommend sharing an appetizer in addition to the main, as I left a little bit hungry.

We also ordered a bottle of red wine to share, needles to say they only have Italian wines in their selection. 

Overall, it was a great experience to dine here with friends, we spent almost 4 HOURS here talking and having a great time! A part of that was because the server never came to check on us and we actually had to flag them down when we wanted to leave. Oh well!",2,218
608,"Tried the Dim Sum at dinner time- the quality leaves much to be desired although the food was hot and served with typical efficient minimalist ( they did top up your tea promptly) service. The Xiao long bao was completely dry; Char siew bao was dry and flakey ( below expectations). Pricey for the lack of quality.

Saw that they had Tiger beer which was a pleasant surpise 

We probably won't be coming back again .",0,608
207,"Fresh fish, quality pasta and an above average cup of espresso make this livley Italian restaraunt the place to be if you are near the core. 

We arrived as a group of six and were quickly seated.  The service was up to standard for the area; quick, consistent and attentive.  As a side note, the gratuity for a group that size is included.

The layout of high ceiling, exposed brick walls and an open-concept kitchen is fun (if not overplayed ).  At 
1:00pm the restaraunt seemed to be packed with young professionals catching up with old friends.  It's lively and a little loud (in a good way).

We shared a number of dishes.  I tried the Mafalde Funghi pasta (mushrooms), a Margarita Pizza, a Branzino (fish and oh so good) and the Cavolo Nero salad. The food ranged from good to excellent.

The salad was remarkably refreshing and had a good balance of flavours.  The pasta was savory and filling and the pizza was above average if not amazing.

The Branzino looked to be grilled with some olive oil and served on a small bed of veggies.  It was nice and simple.

For dessert I had cannoli and a double espresso.   The coffee was rich and had a distinct flavour (befitting of any self-respecting Italian restaurant).  The cannoli could have been better.  The cream cheese filling just doesn't measure up to the rest of the meal. 

Will definately come back to Gusto next time I am in the area or to catch up with an old friend.",2,207
227,"A difficult review to write... have had Agio bookmarked for a long time. 

Pitched it for my work lunch and because everyone trusted me Agio was booked. 

There were a few changes in numbers but the day before I did confirm 9 people with a birthday celebration. 

We arrive to a chilly empty restaurant at 12pm hungry and ready to try delicious pasta. 

We sit and ariund 1215pm i order calamari, trio bruschetta and cauliflower fritters to start. Half of us were there and the other half trickled in. The latest person arrive and we order entrees around 1240pm. 

At 115pm is when we first start to get appetizers. The friendly owner was the only one taking care of tables and cooking. 

Our entrees came around 145pm. The difficulty is that not everyone has a 2 hour lunch. The birthday girl ended up having to leave with no entree just apps because she had an appointment at 2pm. 

We finally wrapped up the meal around 215 with creme brulee on the house, the owner made it specifically for us the might before. 

I liked the apps, amuse bouche of squash stuff grilled zucchini. My spicy tomato spaghetti was delicious and pasta was fresh. 

The chef reminded us this several times that his food is made fresh. 

We ended up being the only table the whole time, off the lunch menu the meatballs werent available and half the table didnt love their entrees. Not 4.5 stars love anyways. 

Disappointing because I felt like the chef should have had someone come in to help or tell us the calamari cant be ordered becausr of the work behind it. Turned out chewy which was unfortunate. 

Just wish there was more communication. It was quite embarrassing for me to be responsible for a mediocre hangry people filled lunch :(

I was still defending the restaurant the next week... ill go back to try with a smaller group. 

It does have character I just don't think it was a good mix for a large group that didn't have 2.5 hrs for lunch.",1,227
351,"Second visit to dine at Eataly was amazing. This time it was at ""La Piazza"". Quoted 35 minutes for the wait on a Sunday late afternoon.

Shared a soppressata and funghi pizza with a glass of Aperol Spritz. Both pizza options were delicious. Not your typical thin crust, wood oven pizza but something thicker and softer in texture to consume.

Impeccable service as always.",2,351
50,"Ordered beef burrito and pork pupusas through ubereats.
Started with the burrito which was bland and barely any beef/protein. I couldn't even finish the burrito because it was so bad and I decided to try the pupusas.
It was hard by the time I got to it. Think twice before ordering...",0,50
614,"We were wandering through Yorkville and looking for something to eat when we spotted Dynasty Chinese Cuisine. Dim sum in the middle of Yorkville? Sure, why not.

We requested a seat on their patio and the waiting began. Our waiter finally showed up with menus a few minutes later but honestly, I was baffled (and a little annoyed) by its vagueness. The dim sum menu is devoid of prices, and since our waiter appeared only sporadically, we had to wait a while before we could even begin choosing our food. (Like, if everything is going to cost $10, we certainly weren't going to stay. And because this is Yorkville, that's absolutely a possibility.)

Anyway, he finally explained the menu and the costs, so we decided to order six items. The food was all fine. There were no really distinctive flavors to be found but everything was prepared relatively well. (We did get a short-rib dish that was basically inedible due to a preponderance of bone and cartilage, however.)

I had to wait a while to start eating, though, because I needed a fork and, surprise surprise, our waiter was nowhere to be found.

With service like this and food that's just barely passable, it's hard to envision returning.",1,614
195,"I rarely ever review restaurants but this was extraordinarily mediocre. Fish stunk, guacamole was too hot (no flavour, just heat) and the service was slow. Don't bother",0,195
