,Review,Sentiment,Number
412,"Short and Sweet: 
The food was delicious, but the service was lacking. 

Long Story... Long: 
My friend and I both got the grilled calamari. It was delicious and well made. The calamari was a generous portion that fit the price.

The service, however, ruined my visit a bit. We had multiple different waiters, which was confusing. The one towards the end, who had given us our bill was kind and attentive, but the others were rushed, asked the same questions/clarifications multiple times, and generally felt uncomfortable.

I had asked for a balsamic reduction sauce for my order, if possible. I was told that it was, and the waiter came back with what looked like olive oil and balsamic vinegar together in a small container, which can actually be found on our table. I thought, ""this is not what I meant, but no problem."" I got charged 3 extra dollars for this, which I was both unaware of and unhappy about. Apparently they had added truffle oil, which in my experience is distinct and I can normally tell, but I could not in this instance. This is also where the added price came from.

I would have preferred being warned that there would be an extra charge and that they couldn't do the balsamic reduction sauce in the first place.

Otherwise, I did really like the dish, but the overall experience makes me want to pick another restaurant in the Yorkville area.",1,412
547,"Not for everyone, maybe an acquired taste. Had the Sichuan pickled basa as per other reviews and the flavours were just too strong. It would be nice to have a smaller portion version so new customers could try a wider spread and not feel so locked in. The single large $30 slightly tongue numbing, gingery sour soup was too much of a commitment for two people. Good initial taste but then it just becomes overwhelming. Definitely need a lot of rice for this dish.",0,547
663,"Tried out this newish place at bay and Dundas. The menu describes the food as northern Chinese and simple. While the ingredients are all fresh, I think they've taken the ""simple"" a bit too far. I tried the short-rib beef dish. The broth is basic and does not have much flavour. That said, the veggies were all fresh and delicious. Just needed a bit more flavour to kick the dish up a notch. 

Decor-wise, the place is hip and modern. Staff are all very friendly and can explain the dishes. Food comes out fast. May try this place again and try a different dish",1,663
354,"Overall a cool place to visit. I had no idea what this place was, until I heard all they hype about it. When I received a gift card for it, I finally decided to check it out. We went on a Sunday afternoon and as expected it was busy. Assuming that there was line ups for the first week it was opened, it wasn't too bad. 

To start off, space itself was modern and vibrant. It was nicely decorated and had a little of everything. There was a supermarket, which kind of wrapped around the whole 2nd floor. From hand made pastas, sauce, cheese and etcs., they had it all. Surrounding the market was a few take out and, dine in restaurants as well, as cafe's and dessert. They also seemed to have classes too! 

The dine in restaurants were of course busy and, there was a wait so we opt'ed out for the take out joints. For the pizza, there was a variety of them but sold out quick (but also seemed like they were made quickly). There was also a take out joint, right when you go up the escalators which, seemed to have a variety of dishes. The gelato was one of my favorite things there and, maybe the best in the city so that's worth giving it a try. The desserts and chocolate, also looked amazing!

Overall, it was a cool experience and, would visit again to try the restaurants and dessert out!",1,354
20,"Ordered for the first time but I've heard so many great things about this place...
WOW
The portions are huge! Very hearty and fresh.
Everything stayed perfectly hot and ready.

The chicken was so tender and flavourful. 

I'll definitely have to get other things from the menu!",2,20
207,"I rarely ever review restaurants but this was extraordinarily mediocre. Fish stunk, guacamole was too hot (no flavour, just heat) and the service was slow. Don't bother",0,207
623,"TL;DR Delicious Chinese food but not exactly authentic Sichuan. 

We ordered takeout on a Saturday night - green beans with pork, gong bao chicken, and mapo tofu. 

The green beans with pork was a standout, the beans tasted fresh while nicely fried at the same time, the dish could have used slightly larger pork crumbs though. 

The gongbao chicken was definitely not authentic - it was a bit saucy compared to the normal version and the chicken pieces were larger than normal. It was not spicy at all and maybe a bit sweet. It was still tasty. 

The mapo tofu was also a standout - a bit spicy and very flavourful.
 The portions were large and generous. We can't comment on cleanliness or service since we ordered delivery via DoorDash. 

One star off since neither of us felt like it was authentic Sichuan cuisine - too much cornstarch and a tad too sweet. It was tasty nonetheless. Side note, we both had poor stomaches a few hours after dinner. Can't tell if it was from the meal, just figured we'd add in case.",1,623
637,"Since living in LA and having a chance to go to Din Tai Fung whenever I wanted, it makes it really hard to think anywhere else could be better. This place was authentic and tastes like bistro dim sum. We got the soup dumplings, shrimp steamed dumplings, and scallion beef rolls.",1,637
472,"Decent chinese food place

Inside is pretty packed. Our table was next to the washroom lol

The food is authentic. The portions are decent. Price is low, even when compared to similar restaurants in the area.

Cleanliness is ok. Staff friendliness is ok. They make jokes with customers. Overall a friendly environment.

Pretty decent place for chinese food. Will come back!",1,472
400,"Was walking along this area and saw this restaurant and decided to check it out with my fiancé and I'm really glad we did! Their pastas were fresh and tasty and cooked at a good expected al dente. The burrata was a really nice appetizer to start with as it was nice and light, but creamy too. The waiters were helpful and attentive in serving us. 

Nodo is a really decent Italian place without paying an outrageous price.",2,400
573,"Totally in love with this place. I always come and order hot pot for my meal and feel really full whenever I finish. 
I would recommend try hot pot with noodles. 
When you become a regularly customers, the manager will give u the soy milk for freee. Lol that's what I love from this store. I love the way the manager treat his customers. They're so nice",2,573
511,"The food was great and reasonably priced, we had the sweet and sour chicken, steamed pork & chive dumplings, and mixed vegetables. 
The service was fast and they told us it was cash-only upfront which I liked. The only thing I wasn't a huge fan of was how tight/cramped the place was. The place was full (about 6:00pm Wednesday). It was difficult to walk through the aisles between the tables, and the tables are tiny so you have to Tetris all your plates to fit properly, but otherwise it was really tasty and I'd for sure go back for the food.",2,511
658,"Another month has come and gone and here we are in the heart of Toronto just doing our thing. We've walked by Artisan Plus many time and we finally gave it a try. This place was buzzing with people around the lunch hour however the wait for a table for two wasn't very long. We waited may be 5 mins.

As this was our first visit we wanted to try a few of the appetizers and different noodles dishes. As such for the apps, we ordered the Artisan Pork Jia Mo which is handcraft artisan bread with chopped braised pork belly and gravy. The braised pork belly was quite tasty however it did get quite messy because of the gravy. We also tried the Shuan Tofu Sheet which was made of fresh tofu sheet mixed with bean sprouts, shredded red pepper, scallion, gourmet chilli, peanut and sesame sauce. This dish had the very slightest numbing spice. However this dish was slightly on the oily side and the tofu sheet were too long.

For our mains, I tried the Famous Yo Po Biang Mian which was ribbon noodle, sauteed tomato, scramble egg, cauliflower, potato, carrot, organic cloud ear mushroom, edamame, grilled zucchini, paparika, and vinegrette. The ribbon noodle was super long which made eating the noodle slightly difficult. However the flavours were different and interesting. Nothing that really made my taste buds dance. There was no numbing spice to this dish. However if you don't eat spicy on a regular basis I wouldn't recommend this dish. My husband tried the Wok Cumin Che Mian with Spring Lamb. Surprisingly the Lamb wasn't super gamey. Again the noodles were all super long and the flavour was okay. However, I still want to try their noodle soup one day. 

The service was on the ball. The waitress was always around in case you needed them. Than again the restaurant wasn't super large. There were probably around 40 seats.",1,658
238,"Foods were good and we had a good time dining as a group. Unfortunately, nearing the end of our meal, we got yelled at by the chef for being late for our reservation. 
We apologize but he kept on going which makes it awkward for us and leaves a sour taste on otherwise a nice evening out with friends and good meal.",1,238
399,"Atmosphere in this restaurant was nice food was delicious but I can't tell you how cheap they are on their drinks
Tall skinny Glass half filled with ice maybe a quarter of a can of pop/coke you're getting $2.30 per serving it left such a bad taste in my mouth I felt ripped off really think about it your customers are paying $23 for a plate of pasta and you can't provide them a full can or a decent portion of your fountain drink really really cheap and I've never seen anything like it in all of my travels so for that is why I'm leaving a three star",1,399
605,"A little on the pricy side but that's what you get when you dine in Yorkville. The dim sum is honestly very good, surpassed only perhaps in value by the crown princess a little further down Bay street. A few non-dim sum dishes are excellent as well, including their Singapore noodles and Bok Choy. 

Their staff are as professional as they come. A very pleasant dim sum experience",2,605
368,"i love pizza!! when i say ""love"", its an understatement!! if i had to choose between a drowning person and pizza, the choice is obvious, pizza!! levettos has some really good freshly made pastas and pizzas! i love the assorted mushroom pizza!! mmm portobello, cremini and whatever other mixed fungi party they got goin on there, its perfect!! a white cream sauce (w.roasted garlic i belive) on a nice chewy but crispy focaccia style dough. i always ask for some fresh basil to top it off. mmm!! i also tried their beef rigatoni pasta! made fresh to order just the way you like it! sauce was nicely seasoned and the pasta was cooked well too! i loved their pizza so much i once booked my birthday here a few years ago...20-25 people! seating was cafeteria style and i hopped from table to table to chat w.everyone. my friends all loved it too! levettos, keep it up and open more locations!",2,368
620,"Came here to celebrate my Friends Birthday, Food is good but for the price its not worth it.service not good. I ask them if they can do something for her like candle and small dessert..And she said yeah we can do that..And I was waiting for it and she forgot and I felt bad that I have to said it infront of my friend when it supposed to be surprise.He said that they don't have anything like that but We saw that they did it on the other table.By the way we paid around $500 for that small portion of food and Bad service!",0,620
441,"Not authentic!! It's a good sandwich with good fillings. The bread however, is what makes a Banh mi a Banh mi and it was too soggy. Really good Banh mi bread is just perfect crunchy on the outside and soft on the inside. This is not it. The fries were okay as well. Also too soggy. Sigh.",1,441
452,"Black Sesame Tan Tan:
Nice chewiness of the noodles, and it was very filling despite looking like a small portion. The fun part about this dish is you grind the black sesame and add it to your bowl as you desire! The black sesame added a very fragrant taste. This was a nice experience, however it was too salty for me (apparently a lot of things I eat are too salty for me though??? Something must be wrong with my taste buds). I tried my friends white sesame noodles and that was less salty, and the broth was more light and creamy. I would probably get that instead next time. Glad to finally be able to cross Ramen Isshin off my list",1,452
387,"Came here for a team lunch and ordered the fixed menu because the main menu apparently wasn't fully available during lunch.....very confusing menu setup but ended up ordering the risotto and cheese fried balls and the roasted chicken.

The risotto cheese balls were surprisingly good because when the dish arrived it was very underwhelming. The balls had a really good crust and when i fried poked into one it had a really good cheese pull. What i also enjoyed was the tomato sauce at the bottom which cut the oiliness of the fried balls significantly, a really good match.

The chicken however was very disappointing. The chicken was very tender on the inside but that was probably because small chunks were undercooked and raw ish....the pasta under was kind of dry and clumped together. Lastly the texture was a little boring, there was a little bit of char on the skin but seems to be only from the salamander so the really wasn't a real crust on the chicken.

Overall the restaurant seemed good but just didnt get a good experience this time.",0,387
197,"Only downside for me, would be better if it was self serve,  order at counter and pick up your food.  Also, no small orders, had to get minimum FOUR tacos. $16.99
Chicken was very good, excellent sauce varieties",2,197
488,"I love this place! Really hits the spot for some chinese fast food/afternoon snackies. Might be a bit hard to find, they usually have a sign outside with their specials and you have to walk up a flight of stairs to get to the actual restaurant.

My personal favourite is the pork chop baked rice - I pretty much get this every single time.

They have everything on the menu from fries and chicken wings to fried rice to baked oysters. If you can imagine it, they can probably make it! They also have a bunch of daily specials that also come with a soup (either cream or borscht) and I think a drink included in the price - a pretty good deal if you want something more plentiful.",2,488
505,"CASH only. There's a bunch of banks/ATMS around the area so you're good just in case. Service is less to be desired but the dumplings were pretty solid. If it's your first time, I recommend trying 3 different flavours first for $12-13 (additional $2) instead of committing 12 dumplings to one flavour. They've got steamed and pan-fried. We really like the pork and shrimp - the only juicy and flavourful dumpling. The classic pork and chive were quite dry and the spinach needed salt to save its integrity. Tried their beef noodles and was super garlicky and the noodles were broken up which was annoying to eat.

Overall, will I be back, probably not - considering there are so many other dumpling spots in the area that will probably have better dumplings and better service.",1,505
517,"House of Gourmet is a great spot for late night Chinese food with huge portion at reasonable price! However, don't expect anything extraordinary because you get what you pay for. 

On all of my visits, even ones at 2AM, the place was constantly busy so service always seemed so rushed. The restaurant offers a several options of typical Chinese dishes such as dumplings, fried noodles/rice, soup, etc. My go-to is definitely seafood congee! It is cooked to just the right consistency, not too watery or too thick. Seafood includes shrimp, fish fillet, abalone, scallop, squid and small pieces of ginger that really brings out the flavor! The portion for a small congee is super filling that will likely keep you full until the next meal. I've also tried their noodles soup with BBQ duck & BBQ a few times but it was meh. One time I'd find the broth to be too bland, and other times it was so salty. Other than that, the noodles also comes with generous amount at decent price.

Overall, House of Gourmet is definitely a good choice for late night food, but the quality doesn't really stand out from other restaurants.",1,517
103,"I decided to check this place out during my never ending taco obsession phase. The patio looks pretty with twinkling lights and a mini fire pit on one of the middle tables. I came on 2 separate occasions & Chula did not disappoint! Both times I had the fried calamari appetizer, shrimp, fish & chicken tacos. The amount of food was filling because usually I could probably eat like 8 tacos and still be hungry. I'm not a fan of the location so I wouldn't go out of my way to visit, but I'd definitely come back if I were in the area. 

Tip: Try to secure the spot with the mini fire table 

Service: 4/5
Presentation: 4/5
Taste: 4/5
Price: 4/5
Ambiance: 4/5
Overall: 4/5",2,103
409,I can't tell you anything about the food as we left after 15 minutes and the waitress not even close to coming to our table.  9:00 at night not the time for the waitress to be telling jokes.,0,409
656,"What did I just eat? lol
I tried their Famous YoPo Biang Biang Mian. It's a random mix of everything. It has a lot of vegetables (potato, mushrooms, carrots, zucchini, egg & tomato) if you want a healthier option. For me, it's not a lot of meat, a smaller portion and not very filling. The hand pulled noodles were good, the right texture, but again not enough quantity.",1,656
457,"Shared the Squash Fritters (gra bong) with 3 people as appetizers. It was such a perfect start - crispy, fried to perfection, and not oily. The sweet dip enhances the taste and makes you munch on it again and again. For main, I had the Khao Soi, it was absolutely amazing. It's by far the best Khao Soi I've had in Downtown Toronto (I've tried PAI, Sabai Sabai, Sukhothai and Salad King). I love the soup, and the noodles blend perfectly well with it. The overall ambience is trendy and in an elegant, modern setting. There are plenty of seats (has a 2nd floor).

Khao San Road's portions is big - it's around the same price as the other Thai places but leaves you way more satisfied. My recommendation is to avoid the ridiculous line up at PAI and come here instead for equally (if not better) Thai food.",2,457
214,"Los Guaca-moles is heating up the hood. Start out with the elote (mexican corn - sweet, succulent and bathed in cheeses and spices that  are always a well kept secret.).
Chicken chalupas are my personal favourite - hand crafted corn tortillas smothered in chicken, beans and salsa. Expect a mess. Use your hands here. 
Home made ice creams- avocado and caramel...just as you think you are sugared out pop a churro in your mouth. No words. Good for families or date night. Tequilla, mojitos, sangria and margaritas as well as wines by the glass.",2,214
349,"I went on a Wednesday night around 8pm and was surprised there still many people, however, the wait for a table is not long.  Staff are all very friendly and very informative as I was asking about what wine to drink and etc.  The place is bright and clean but the only thing was I think (at least that's what I believe) there was only one washrooms to share for the entire Eataly.  
Food: the kale salad is a must!  It was so tasty!  The pasta was cooked to my liking (i asked a little cooked over al denta) and pizza was ok.  Overall I would come if there is no long wait.  And I still need to try their desserts!",1,349
79,"My husband and I went to this cute taqueria last week. I liked the simple ordering process of ordering your food at the counter and then eating in a tucked away back area of the narrow restaurant that was decorated with colourful pennant flags, strings of lights and wooden furniture (some high top tables, others were little booths). I appreciated the cute street food dining type of vibe in there, as well as the friendly staff at the counter and who brought the food to our table.

We ordered the carnita burrito bowl and the grilled fish burrito bowl since we thought it would be more filling than getting just the tacos. When our burrito bowls arrived, each bowl was filled with fresh vegetables, cheese and sour cream to accompany the grilled fish and pork. While the bowls were definitely filling, they were just okay in terms of flavour. I have to admit, it was a bit underwhelming considering the great reviews this place has gotten. Nothing really stood out - I would have loved to taste more of a marinade on the carnitas and the fish was a bit plain. More seasoning or sauces on the protein would have helped the flavours come together more in the burrito bowl. Again, not a horrible meal by any means but not really memorable either... personally, it was a bit of a miss for me on this particular visit but I may come back another time to try some of their other offerings to see if I can upgrade this review.",1,79
498,"My friend and I were in the area, craving Chinese food, and didn't want to walk too far, so we came here for dinner on a Saturday night. The restaurant is nice on the inside and well kept. The waitstaff are friendly enough and pretty attentive. The food is pretty overpriced though and lacks flavor.

My friend ordered the green onion pancake and wonton soup. I had the spicy beef noodle soup. The green onion pancake was average, but the wonton soup broth had pretty good flavor. There were only three small wontons though, which my friend wasn't happy about. I wish the beef noodle soup had some flavor - it tasted like spicy and mildly salty water, which was surprising given how rich the soup looked. The noodles had a nice springy-ness to them, and there was A LOT of beef. I usually complain there isn't enough beef in my noodle soups, but I couldn't finish all the beef in my soup this time!

I'd consider taking friends here if they've only grown up on burgers their whole life and want to try Asian cuisine (maybe bring some spice packets along...), but I would not recommend this place to people who want authentic Chinese food. Take a 25 minute walk to Spadina Avenue instead.",1,498
152,"Xola Mexican Food would be a great cosy place to take a first date. They promise Mexican food unlike any other. The small setting is endearing. While the service was excellent, and the menu promised good, fresh ingredients...

No salsa or chips to get you started on the house as is usual in the places I've been. Instead, for $10.50 or so, when we ordered the Guacamole as an appetizer, it was excellent and enough for both of us. As good as avocados can be. Not special.

I ordered the Duck. I received a very small serving roast duck taken off the bone in a small bowl, several small wraps, a  1/2 ramekin of chopped fruit for the wrap, a  1/2 ramekin of sour cream. That's it. No potatoes. No rice. No salad. Messy.  It was OK. Not interesting. Cost over $22.00.

My girlfriend ordered braised Lamb. Same thing. It was a tiny portion, stewed and served in a small bowl, with several small wraps,  1/2 ramekin of black beans. That's it. No potatoes. No rice. No salad. It was just OK. The duck was better. Cost over $18.00.

Add 1 beer and 1 excellent Margarita to that, and the bill was $80. 

Because the service was good, a tip had to be added which brought it up to $90.

Moral to this story - Xola is not even close to worth it. You won't find what you're used to or expect to. If you're open to novelty, you'll be disappointed by what you're served and what you're not.

For the best mexican, its worth the trip to Cielito Lindo in Pickering or Mexican Lindo at 971 O'Connor Dr, Toronto  - the very best. And we could have eaten twice for what I paid.

If you want duck or lamb, better to hit Chinatown or Greek Town respectively.",0,152
408,Was recommended by our hotel staff and was not disappointed. Food and staff were phenomenal. I will come back.,2,408
95,"This place use to be good, but not anymore. The tacos tasted the same, hardly any chicken was found in my ""chicken burrito,"" and $11.95 + tax for a few SMALL pieces of calamari. I won't be returning.",0,95
23,"This place has been bookmarked for awhile and I finally had the chance to try out this local restaurant located in Scarborough. This is a takeout and dine in restaurant - very casual.

After ordering at the counter, they offer complimentary chips and salsa. The salsa was so thin and watered down - no flavour whatsoever. I would have rather opted to not have it at all. 

I ordered the Chorizo Quesadilla which comes with beans, rice and salad. There are two sauces on dish but both were bland and lacking any taste. My sister ordered the Chicken Burrito which comes with the same sides, again it was bland and quite disappointing. I'm flabbergasted as to how this place has 4/5 stars when there are other places that taste so much better. Maybe it was an off day but this is not my first time having Mexican food. 

Sure the price is on point and portion is decent but quality and taste needs improvement. 

I'm sorry but I will not be returning.",0,23
556,Little family friendly run restaurant. Polite staff. Dumplings were amazing. Very fresh and delicious.,2,556
577,"Fixed my noodle craving here and it's unlimited noodles too.

I usually get their Picked Cabbage soup because it's simple and not too heavy. On the side, get the spicy cold noodles. They're AMAZING",2,577
237,"I wanted to give this pace 5* because of their great service and freebies. I mean, it's a cute, tiny place, the 2 people who were staffing (older Asian man and youngish Asian girl) were nice, and they gave us a free app (squash on zucchini with some type of sauce) and a free crème brûlée at the end: 1 for 2 to share. 

So service-wise, it was a definite 5/5. I felt like a real VIP here. 

Carbonaras ($17) looked great and so did the coffees. However, they had run out of Italian coffee, so that was a tad odd. 

I had the lobster pasta in red sauce (that's actually its description, and the price of $38 was not disclosed in the menu). Man, that was a GIANT plate. Getting the meat was a real workout but worth. They gave a whole lobster with the proper equipment and lemon water so I didn't smell like PEI after. 

Lobster was good, I'm sure, but the sauce was too overwhelming to get the taste of lobster. Then again, lobster is generally mild but still. Pasta texture and all was great. Sauce was a little spicy but I think I should have mixed it all up first so the spice wasn't just on the top. 

Crème brûlée was great! The caramel was a little thick but I guess some like it thick. The custard was very smooth, no lumps, and it wasn't cold. I know that's a weird expectation but I've had cold, liquid custard before... as a crème brûlée. I def recommend this dessert. The portion was just right for 2 people. 

Would I recommend? Yes, because it's at an average price (maybe $1 pricier than other places) but with spectacular service.",2,237
343,We arrived at 9:34 pm two times and they didn't let us to be seat because kitchen is closed. Operation hours indicated til 10 pm and they blocked customer come in 30mins before that doesn't make sense.,0,343
391,"Recommended:
Veal marsala with penne

Ok:
Shrimp and scallops in wine sauce

Meh:
Roasted bell peppers. They're ok, but the quantity makes no sense unless you have a group to share with.

This type of food is really not my thing. A bit too straight forward and bland.

The food is simple Italian, but not special. The veal was well seasoned but a bit chewy. Still it was better than the shrimp and scallops dish, which contained small scallops and shrimp which seemed overcooked or reheated.

Olive oil and vinegar bottles are covered with corks which are very greasy. I have no idea how these could possibly be clean. Your fingers get dirty at minimum.

For the price, I expect higher quality or at least more interesting food.

Service was a bit absent at times, but passable overall. They only have one credit card machine, which created a bottleneck of a few minutes. It didn't matter this night, but if you have a time constraint, it is not a fast meal. The waiter explained and apologized, at least.",0,391
181,"Hi, i went to eat lunch here today with my friends and i had a wonderful experience. The space is so clean and beautiful. The food is the best mexican food in toronto. So much variety in their menu. They also have their signature desert. The price is very good too.i am coning back only here for mexican food. The staff is so friendly and fast",2,181
92,"Came here the other day with my friend and ordered two tacos. The steak taco ($4) and the baja fish taco ($7.50). The steak taco was good, the meat was cooked nicely and tasted exactly like what I expected. Unfortunately the baja fish taco was a but underwhelming, kinda dry and just average tasting. The baja fish taco wasn't really worth the extra price, despite how big the piece of  fish was. The lime slices were also pretty dry but since it's winter now I can understand how it happened. 

In general the tacos here are just average, give this place a try if you're in the area and trying to quickly satisfy your taco craving.",1,92
159,"Where do I start! This review is long over due as you can see I visited during patio season. They have huge patio with a fire pit! 

This place has the best Mexican food and drinks and needs to be on everyone list of places to check out! I recommend getting a margarita or the horchata colada and tacos and the chips & guac.",2,159
122,"Recently stopped by on a Sunday, and then retaliated that is been here earlier this year as well haha. Both times were similar in experience - meaning good service and good food. The margaritas are yummy and proper. The decor is bright and fun. When we came most recently it was a bit slow and close to kitchen closing so they gave us extra meat on our platter - which I thought was nice. Their churros are delicious - crisp on the outside and soft inside served with spiced hot chocolate to dip. The chorizo empanadas were also top notch and made fresh to order.  
If I'm ever there when it's not freezing out then I'd like to sit on their patio.",2,122
147,"Came here on a weeknight and was really pleasantly surprised with the whole experience.

The food was really great, and the price made it even better. I got enchiladas; they were really tasty, not super greasy, and the portion size was big. 

Our server was friendly and pretty attentive considering she was alone during the dinner rush.

If you're looking for some sleek modern decor, go somewhere else because this place has more of a family restaurant/low key vibe. 

All in all, a great place to go for generous portion sizes, good prices, and a chill atmosphere.",2,147
211,"Ordered through Uber eats .. maybe going to restaurant better , not sure , but the food was really gross. Waste of 70 bucks .. threw most of it out and feel really gross and might vomit .. nasty 
0 stars",0,211
321,"Came here for brunch on Sunday and it was way off the mark. While the ambiance is nice, it was moderately loud and you may be asked to share a table with another group. That didn't bother us really -- the fail point was that they were out of so much stuff and the waitress didn't let us know before we spent a good ten minutes with the menu. No steak. Shoot.

The other failpoint was how their trout brunch menu item is basically like a few bits of fish and citrus. It's definitely not an entree and more of an appetizer. While the waitress did seem to communicate that a tad, I think we definitely expected something different.

The egg dish with the bread was pretty good and tasty and the winner, but portion-wise it also wasn't super filling, but the eggs were perfect. My goat meat focaccia sandwich was decent and tasty -- but I left the meal a bit hungry..I do think maybe we got unlucky with the amount of things they were out of and I do think the chef can cook...I just think the more appetizer-y items should be more clearly labeled and explained.",1,321
329,"Family style authentic Italian restaurant. I really enjoy 7 numbers having been here a few times now. I personally think it's a great menu for sharing so come with a small group. 

Service and atmosphere were all good. The restaurant is pretty small and has a bit of a rustic type of feeling to it.

Veal meatballs - 5/5 this is my favourite thing on the menu. Super tasty, eat this with the special hot pepper sauce they have. I think it's perfect.

Lamb shank - 3.5/5 a little bland at my most recent visit but still a good dish

Calamari - 4/5 pretty small portion but fresh

Pasta 4/5 I don't recall which of the 3 choices they have we got but you got could taste the fresh ingredients being used",2,329
598,"We were in the neighborhood and couldn't decide what to eat so we did what others would do in our situation which was to bust out our phones and go on Yelp for suggestions! Well Yelp led us to this place based on its high ratings but I'm sad to say that Yelp has failed me again.  This restaurant's dimsum quality was not good. The curry cuttlefish was very watery and bland, their chicken feet had a weird taste, their sui mai was okay but again kind of bland, their spare ribs was full of fat and the list goes on and on with negative things to say about their other dishes. None was good!

Service was okay but their debit machine was down and I didn't have cash on me and when I asked if they take e- transfers, they said no. So I had to drive out to a bank to get cash which was a bit of a pain but of well.

Definitely will not comes back to this one.",0,598
73,"Totally disappointing - everything is definitely on the over-seasoned/extremely salty side. Or totally BURNT! 

The chips we were served were totally burnt and we were told they were the batch of the day and there was nothing they can do about it. (Check pic)

The chips were followed by a totally burnt batch of corn- were not talking grill marks here, crust black corn. We were told that how it's severed (no it's not, we've been here before!). Is there no one to check what comes out of the kitchen??

To add insult to injury chewed on an avocado pit in the guacamole. 

Hosting and service were another issue. Extremely disappointing experience all in all. Fails at all basic hospitality and restaurant standard.",0,73
304,"I'm really not trying to be passive aggressive but honestly, this is my interpretation of this restaurant and the patrons who have rated it so highly.  I feel it received the acclamation it has (voted one of most romantic restaurants in the city and all the 5 star ratings) because (a)  it's in Yorkville and (b) guests MAY mostly include those that don't dine out in the city as often.  The ones that usually do on special occasions

Look, this city has an abundance of fantastic restaurants led by a generation of daring, creative and exciting chefs.  So when I come to Blu, that is a self proclaimed ""fine dining"" restaurant, I'm expecting everything to be elevated.  Not everyone can be Alo, I get it, but it's the expectation that's set which I'm comparing the experience to.  

For starters we got carpaccio, tuna tartar and the octopus. The carpaccio was your typical combination of flavors that I can recite in my sleep (meet, Capers, some creamy sauce, truffle oil ,arugula for garnish.  Maybe not exactly but you know what I mean).  The tartar was tasty from what I recall but the ""octopus"" omg.  First off they seemed to be 2 squid tentacles, very small and burnt.  On one side is a pineapple chutney of sorts and on the other side is an eggplant purée.  It's octopus! Can't really mess that up and don't ever pair is with anything so overpowering. The eggplant ok fine maybe but the Indian flavors did not complement the fish at all.  

On to main course.  My wife had the wild boar ragu.  First couple of bites and you're thinking wow this is delicious but I could see where my wife was coming from when she said the sweetness in that dish is just too much.  You almost get sick of it near the end.  But she ate most of it and whatever it was fine.  I had the seafood pasta.  It was good.  Fresh seafood, pasta and light olive oil sauce.  Nothing extra just what you'd expect I guess.  

The ambiance is great and we loved the service.  They have a nice drink menu and prices were what you'd expect for Yorkville.  

Overall is was a great night and my wife and I didn't leave the restaurant angry.  We enjoyed the food but again it's setting the expectation.  Everything we ate tasted like how they should and we've had those same flavors many times before.  but we were expecting more imagination with flavors and presentation.  Unfortunately Blu didn't deliver",1,304
64,"Seriously great tacos here! The first time I went was not long after they'd opened for business and it took a while to get my order, despite being the only customer at the time. They make everything fresh to order, including the tortillas, so I wasn't too disappointed about waiting. 

On my last visit, I was with four of my coworkers on our lunch break. There were a few other people in the restaurant as well, so I worried it might take too long for our food - I had a meeting to get to, so I was keeping my eye on the clock. 

To my pleasant surprise, the food was coming out quickly. Since all five of us had ordered the 3 tacos for $10 special, they basically just made one of each order at a time, so we could all start eating at the same time. By the time we'd finished our first taco, the next one would be ready. Great system. 

I had three different tacos: fish, carnitas and chorizo. It's hard to pick a favourite as they were all fantastic, but most everyone in our group raved about the fish tacos. The batter was so light and crunchy, and not at all greasy. But I'd take any of them again in a heartbeat. 

The guys working there were super friendly and really quick to keep things moving along. The restaurant itself is very small, with only about 6-8 stools available to sit down to eat. Not super comfortable, so it's not really somewhere you'd want to spend too much time. 

I'll likely get takeout next time. Maybe a burrito...",2,64
536,"Cheap and delicious, two of my favourite words, accurately describe GB Hand-Pulled Noodles.

As is typically the case, places like this come with its sacrifices. For starters, there was a line out the door when I strolled in one Saturday for lunch with friends. 

We were eventually seated, though I found the tables quite packed together - they really maximized the space....to the detriment of comfort. 

The food makes up for it - I tried the thick beef noodles and they were some of the best I've had. Plus, you can even see your noodles getting pulled and freshly cooked.

But, before you're even finished your delicious bowl, you'll find waiters beginning to clean your table and dropping you the bill - you'll definitely feel rushed when eating here.",1,536
203,"Located in a side street of Koreatown, this place is a little hidden gem. Though the entrance before you walk in is large and they have signs indicating it's a restaurant, you would have never thought there would be a restaurant hidden within a side residential street. 

We came on a Friday night around 6:30 and we were the only people there. It slowly started to get busy after. The food is great and not very pricey at all. It is authentic Mexican food. We ordered a corn appetizer and it was really good. The tacos were good and my grapefruit margarita on the rocks just hit the right spot. Definitely worth trying out this place and I'll definitely come back when I'm craving for tacos.",2,203
128,"I came here to try out some tacos.  The tacos average in price about $5 each.  They have different sauces that you can put on your tacos.   I tried the pork tacos.  While it wasn't bad, it wasn't memorable either.  

This place is located inside and there are other businesses inside as well.  It was hot and stuffy.  The restaurant wasn't the cleanest either.  

Overall, it was just ok.  A bit cheaper than the more famous place across the street.",1,128
